success,id,accountId,accountNumber,accountName,invoiceOwnerAccountId,invoiceOwnerAccountNumber,invoiceOwnerAccountName,subscriptionNumber,termType,invoiceSeparately,contractEffectiveDate,serviceActivationDate,customerAcceptanceDate,subscriptionStartDate,termStartDate,termEndDate,initialTerm,initialTermPeriodType,currentTerm,currentTermPeriodType,autoRenew,renewalSetting,renewalTerm,renewalTermPeriodType,contractedMrr,totalContractedValue,notes,status,QuoteNumber__QT,QuoteBusinessType__QT,ParentSubscriptionNumber__c,OpportunityName__QT,OrderNumber__c,OpportunityCloseDate__QT,AutoRenewVersion__c,ServiceStartDate__c,CpqBundleJsonId__QT,ProcessStatus__c,QuoteType__QT,OrderDetailsNumber__c,NeTTSSyncFlag__c,record_Id,id,productId,productName,productSku,productRatePlanId,ratePlanName,ParentCode__c,BillingFlag__c,NeTTSProduct__c,ProductCode__c,NeTTSUnit__c,ratePlans_Id,record_Id,id,originalChargeId,productRatePlanChargeId,number,name,type,model,uom,version,pricingSummary,priceChangeOption,priceIncreasePercentage,currency,price,tiers,includedUnits,overagePrice,discountPercentage,discountAmount,applyDiscountTo,discountLevel,discountClass,billingDay,listPriceBase,billingPeriod,specificBillingPeriod,billingTiming,billingPeriodAlignment,quantity,smoothingModel,numberOfPeriods,overageCalculationOption,overageUnusedUnitsCreditOption,unusedUnitsCreditRates,usageRecordRatingOption,segment,effectiveStartDate,effectiveEndDate,processedThroughDate,chargedThroughDate,done,triggerDate,triggerEvent,endDateCondition,upToPeriodsType,upToPeriods,specificEndDate,mrr,dmrc,tcv,dtcv,description,UserPrice__c,ratePlans_Id,tier,startingUnit,endingUnit,price,priceFormat,ratePlanCharges_Id,tier,startingUnit,endingUnit,price,priceFormat
TRUE,2c92c0f95d7d614d015d83a17a16311b,2c92c0f85d7d5425015d8370cb7c5d0b,A00000367,医療法人社団サンライブ　杉元内科医院,,A00000367,医療法人社団サンライブ　杉元内科医院,A-S00002701,TERMED,FALSE,2017-01-01,2017-01-01,2017-01-01,2017-01-01,2017-01-01,2018-01-01,12,Month,12,Month,TRUE,RENEW_WITH_SPECIFIC_TERM,12,Month,0,0,,Active,JA01438838,,,,1438838,,0,,,1,,500,1,0,2c92c0f95d7d614d015d83a17a2a311f,2c92c0f95d4e8c14015d588b69494e75,品目【共通】,SKU-00000017,2c92c0f95d59764d015d64337372255e,UX142F2 スマートアップデートサービス,UX142F2,FALSE,0,RVUP-UNITEA,0,0,0,2c92c0f95d7d614d015d83a17a323120,2c92c0f95d7d614d015d83a17a323120,2c92c0f95d59764d015d643373852560,C-00002708,スマートアップデートサービス,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,2017-01-01,2018-01-01,,,FALSE,,ContractEffective,Subscription_End,,,,0,0,0,0,親に内包,,0,,,,,,,,,,,
TRUE,2c92c0f95d7d612e015d83a185fc3e21,2c92c0f85d7d5425015d8370cb7c5d0b,A00000367,医療法人社団サンライブ　杉元内科医院,,A00000367,医療法人社団サンライブ　杉元内科医院,A-S00002702,TERMED,FALSE,2017-01-01,,,2017-01-01,2017-01-01,2018-01-01,12,Month,12,Month,TRUE,RENEW_WITH_SPECIFIC_TERM,12,Month,0,0,,Pending Activation,JA01438838,,,,1438838,,0,,,1,,500,0,0,2c92c0f95d7d612e015d83a186143e25,2c92c0f95d4e8c14015d549437fd70f0,品目【課金】,SKU-00000008,2c92c0f95d59764d015d64c6f7be27f4,UX142F2 EX胸部骨経時差分処理（TS）,UX142F2,TRUE,0,UX14AAM,0,0,0,2c92c0f95d7d612e015d83a1861d3e26,2c92c0f95d7d612e015d83a1861d3e26,2c92c0f95d59764d015d64c6f7ca27f6,C-00002709,EX胸部骨経時差分処理（TS）,Usage,PerUnit,License,1,JPY10000/License,NoChange,,JPY,10000,,,,,,,,,DefaultFromCustomer,,Month,,,AlignToCharge,,,,,,,EndOfBillingPeriod,1,,,,,FALSE,,CustomerAcceptance,Subscription_End,,,,,,,,従量課金,,0,,,,,,,,,,,
TRUE,2c92c0f85d7d5425015d83a1a06963e8,2c92c0f95d7d612e015d8370d492318e,A00000368,真浦クリニック,,A00000369,アルフレッサ株式会社,A-S00002703,TERMED,FALSE,2017-03-29,2017-03-29,2017-03-29,2017-03-29,2017-03-29,2022-03-29,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Active,JA01514885,,,,1514885,,0,,,2,,300,1,0,2c92c0f85d7d5425015d83a1a08663ec,2c92c0f95d4e8c14015d588b69494e75,品目【共通】,SKU-00000017,2c92c0f85d5964da015d643b22a72742,UX144H5 スマートアップデートサービス,UX144H5,FALSE,0,RVUP-UNITEA,0,0,0,2c92c0f85d7d5425015d83a1a09063ed,2c92c0f85d7d5425015d83a1a09063ed,2c92c0f85d5964da015d643b22b22744,C-00002710,スマートアップデートサービス,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,2017-03-29,2022-03-29,,,FALSE,,CustomerAcceptance,Subscription_End,,,,0,0,0,0,親に内包,,0,,,,,,,,,,,
TRUE,2c92c0f95d7d612e015d83a1a8fe3e42,2c92c0f95d7d612e015d8370d492318e,A00000368,真浦クリニック,,A00000369,アルフレッサ株式会社,A-S00002704,TERMED,FALSE,2017-03-29,2017-04-01,2017-04-01,2017-03-29,2017-03-29,2022-03-29,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Pending Activation,JA01514885,,,,1514885,,0,,,2,,300,0,0,2c92c0f95d7d612e015d83a1a9163e46,2c92c0f95d4e8c1c015d5573d9cf6e23,品目【連携】,SKU-00000013,2c92c0f85d5964dc015d5def6de1346d,UX144H5 連携BOX　Lite,UX144H5,FALSE,0,A578,0,0,0,2c92c0f95d7d612e015d83a1a91f3e47,2c92c0f95d7d612e015d83a1a91f3e47,2c92c0f85d5964dc015d5def6dee346f,C-00002711,連携BOX　Lite,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,,,,,FALSE,,CustomerAcceptance,Subscription_End,,,,,,,,親に内包,,0,,,,,,,,,,,
TRUE,2c92c0f85d7d5425015d83a1b12e63f8,2c92c0f95d7d612e015d8370d492318e,A00000368,真浦クリニック,,A00000369,アルフレッサ株式会社,A-S00002705,TERMED,FALSE,2017-03-29,,,2017-03-29,2017-03-29,2022-03-29,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Pending Activation,JA01514885,,,,1514885,,0,,,2,,300,0,0,2c92c0f85d7d5425015d83a1b14263fc,2c92c0f95d4e8c14015d588b69494e75,品目【共通】,SKU-00000017,2c92c0f85d5964dc015d641f4c85301c,UX144H5 遠隔読影支援サービス,UX144H5,FALSE,0,READINGIMAGE,0,0,0,2c92c0f85d7d5425015d83a1b14b63fd,2c92c0f85d7d5425015d83a1b14b63fd,2c92c0f85d5964dc015d641f4c90301e,C-00002712,遠隔読影支援サービス,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,,,,,FALSE,,CustomerAcceptance,Subscription_End,,,,,,,,別途課金,,0,,,,,,,,,,,
TRUE,2c92c0f85d7d53d3015d83a1b9f03503,2c92c0f95d7d612e015d8370d492318e,A00000368,真浦クリニック,,A00000369,アルフレッサ株式会社,A-S00002706,TERMED,FALSE,2017-03-29,,,2017-03-29,2017-03-29,2022-03-29,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Pending Activation,JA01514885,,,,1514885,,0,,,2,,300,0,0,2c92c0f85d7d53d3015d83a1ba053507,2c92c0f95d4e8c14015d588b69494e75,品目【共通】,SKU-00000017,2c92c0f85d59652c015d5fd2a3c334be,UX144H5 ウェブサイト開設サポート,UX144H5,FALSE,0,LGCY03,0,0,0,2c92c0f85d7d53d3015d83a1ba0e3508,2c92c0f85d7d53d3015d83a1ba0e3508,2c92c0f85d59652c015d5fd2a3cf34c0,C-00002713,ウェブサイト開設サポート,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,,,,,FALSE,,CustomerAcceptance,Subscription_End,,,,,,,,親に内包,,0,,,,,,,,,,,
TRUE,2c92c0f85d7d53d3015d83a1c6763511,2c92c0f95d7d612e015d8370d492318e,A00000368,真浦クリニック,,A00000369,アルフレッサ株式会社,A-S00002707,TERMED,FALSE,2017-03-29,2017-03-29,2017-03-29,2017-03-29,2017-03-29,2022-03-29,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Active,JA01514885,,,,1514885,,0,,,2,,300,1,0,2c92c0f85d7d53d3015d83a1c68c3515,2c92c0f95d4e8c14015d58a9b4037dfc,品目【セキュア】,SKU-00000018,2c92c0f85d59652c015d646eb82e60b6,UX144H5 セキュアインターネット,UX144H5,FALSE,0,UXA40T8,0,0,0,2c92c0f85d7d53d3015d83a1c6953516,2c92c0f85d7d53d3015d83a1c6953516,2c92c0f85d59652c015d646eb83d60b8,C-00002714,セキュアインターネット,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,2017-03-29,2022-03-29,,,FALSE,,CustomerAcceptance,Subscription_End,,,,0,0,0,0,親に内包,,0,,,,,,,,,,,
TRUE,2c92c0f95d7d614d015d83a1d65331cb,2c92c0f95d7d612e015d8370d492318e,A00000368,真浦クリニック,1000026169,A00000369,アルフレッサ株式会社,A-S00002708,TERMED,FALSE,2017-03-29,2017-04-01,2017-07-01,2017-03-29,2017-03-29,2022-03-29,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Pending Activation,JA01514885,,,,1514885,,0,,,2,,300,0,0,2c92c0f95d7d614d015d83a1d66831cf,2c92c0f95d4e8c14015d549437fd70f0,品目【課金】,SKU-00000008,2c92c0f85d59652c015d64a2c18141db,UX144H5 UNITEA胸部骨減弱処理（BS）,UX144H5,TRUE,0,UX14AAL,0,0,0,2c92c0f95d7d614d015d83a1d67031d0,2c92c0f95d7d614d015d83a1d67031d0,2c92c0f85d59652c015d64a2c18c41dd,C-00002715,UNITEA胸部骨減弱処理（BS）,Usage,PerUnit,License,1,JPY5000/License,NoChange,,JPY,4750,,,,,,,,,DefaultFromCustomer,,Month,,,AlignToCharge,,,,,,,EndOfBillingPeriod,1,,,,,FALSE,,CustomerAcceptance,Subscription_End,,,,,,,,従量課金,,0,,,,,,,,,,,
TRUE,2c92c0f85d7d53d3015d83a1e2053544,2c92c0f95d7d612e015d8370d492318e,A00000368,真浦クリニック,1000026169,A00000369,アルフレッサ株式会社,A-S00002709,TERMED,FALSE,2017-03-29,2017-04-01,2017-07-01,2017-03-29,2017-03-29,2022-03-29,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Pending Activation,JA01514885,,,,1514885,,0,,,2,,300,0,0,2c92c0f85d7d53d3015d83a1e21b3548,2c92c0f95d4e8c14015d549437fd70f0,品目【課金】,SKU-00000008,2c92c0f85d59652c015d64b8ab1d61b4,UX144H5 UNITEA胸部骨経時差分処理（TS）,UX144H5,TRUE,0,UX14AAK,0,0,0,2c92c0f85d7d53d3015d83a1e2243549,2c92c0f85d7d53d3015d83a1e2243549,2c92c0f85d59652c015d64b8ab2a61b6,C-00002716,UNITEA胸部骨経時差分処理（TS）,Usage,PerUnit,License,1,JPY4000/License,NoChange,,JPY,3800,,,,,,,,,DefaultFromCustomer,,Month,,,AlignToCharge,,,,,,,EndOfBillingPeriod,1,,,,,FALSE,,CustomerAcceptance,Subscription_End,,,,,,,,従量課金,,0,,,,,,,,,,,
TRUE,2c92c0f85d7d53d3015d83a1f2023553,2c92c0f95d7d612e015d8370d492318e,A00000368,真浦クリニック,1000026169,A00000369,アルフレッサ株式会社,A-S00002710,TERMED,FALSE,2017-03-29,2017-04-01,2017-04-01,2017-03-29,2017-03-29,2022-03-29,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Pending Activation,JA01514885,,,,1514885,,0,,,2,,300,0,0,2c92c0f85d7d53d3015d83a1f2163557,2c92c0f95d4e8c14015d549437fd70f0,品目【課金】,SKU-00000008,2c92c0f95d59763b015d6484f4fd4101,UX144H5 CR骨密度測定サービス,UX144H5,TRUE,0,UX14163,0,0,0,2c92c0f85d7d53d3015d83a1f21f3558,2c92c0f85d7d53d3015d83a1f21f3558,2c92c0f95d59763b015d6484f5094103,C-00002717,CR骨密度測定サービス,Usage,PerUnit,回,1,JPY780/回,NoChange,,JPY,740,,,,,,,,,DefaultFromCustomer,,Month,,,AlignToCharge,,,,,,,EndOfBillingPeriod,1,,,,,FALSE,,CustomerAcceptance,Subscription_End,,,,,,,,従量課金,,0,,,,,,,,,,,
