API区分,試算番号,バージョン,自動更新,アカウント名（契約先/納入先）,請求先（受注先）
I,QJ00016733,1,,1000049830,1000033719
I,QJ00016734,1,,1000017883,1000004756
I,QJ00016735,1,,1000049686,1000020232
I,QJ00016736,1,,1000074945,1000027511
I,QJ00016737,1,,1000079521,1000038227
I,QJ00016738,1,,1000082670,1000033194
I,QJ00016739,1,,1000050301,1000033689
I,QJ00016740,1,,1000041627,1000033183
I,QJ00016741,1,,1000017950,1000038227
I,QJ00016742,1,,1000050436,1000004767
I,QJ00016743,1,,1000081355,1000004773
I,QJ00016744,1,,1000009264,1000012488
I,QJ00016745,1,,1000050493,1000019680
I,QJ00016746,1,,1000085253,1000033689
I,QJ00016747,1,,1000050494,1000017337
I,QJ00016748,1,,1000050429,1000027511
I,QJ00016749,1,,1000050227,1000025058
I,QJ00016750,1,,1000050539,1000003760
I,QJ00016751,1,,1000000644,1000004767
I,QJ00016752,1,,1000050654,1000017972
I,QJ00016753,1,,1000018775,1000033719
I,QJ00016754,1,,1000049990,1000033415
I,QJ00016755,1,,1000079358,1000008051
I,QJ00016756,1,,1000050040,1000033645
I,QJ00016757,1,,1000050284,1000033691
I,QJ00016758,1,,1000072838,1000017972
I,QJ00016759,1,,1000050575,1000022600
I,QJ00016760,1,,1000073210,1000022488
I,QJ00016761,1,,1000050461,1000025145
I,QJ00016762,1,,1000050512,1000033183
I,QJ00016763,1,,1000050604,1000033183
I,QJ00016764,1,,1000074891,1000033194
I,QJ00016765,1,,1000050608,1000033688
I,QJ00016766,1,,1000050328,1000017999
I,QJ00016767,1,,1000018968,1000022488
I,QJ00016768,1,,1000075586,1000033688
I,QJ00016769,1,,1000050445,1000033719
I,QJ00016770,1,,1000038951,1000033719
I,QJ00016771,1,,1000050554,1000018910
I,QJ00016772,1,,1000049947,1000033719
I,QJ00016773,1,,1000026084,1000016675
I,QJ00016774,1,,1000043917,1000004767
I,QJ00016775,1,,1000017406,1000033336
I,QJ00016776,1,,1000025800,1000033183
I,QJ00016777,1,,1000045311,1000033176
I,QJ00016778,1,,1000072175,1000033176
I,QJ00016779,1,,1000000569,1000022488
I,QJ00016780,1,,1000072855,1000022488
I,QJ00016781,1,,1000033517,1000004773
I,QJ00016782,1,,1000050433,1000026359
I,QJ00016783,1,,1000049977,1000018920
I,QJ00016784,1,,1000025115,1000004711
I,QJ00016785,1,,1000072853,1000033689
I,QJ00016786,1,,1000049999,1000033688
I,QJ00016787,1,,1000010850,1000033688
I,QJ00016788,1,,1000050002,1000004775
I,QJ00016789,1,,1000025946,1000027511
I,QJ00016790,1,,1000050044,1000033688
I,QJ00016791,1,,1000010837,1000033688
I,QJ00016792,1,,1000050598,1000033176
I,QJ00016793,1,,1000084911,1000022488
I,QJ00016794,1,,1000050048,1000033189
I,QJ00016795,1,,1000050617,1000027511
I,QJ00016796,1,,1000049951,1000004700
I,QJ00016797,1,,1000041291,1000022488
I,QJ00016798,1,,1000022490,1000022490
I,QJ00016799,1,,1000025045,1000018920
I,QJ00016800,1,,1000025083,1000004695
I,QJ00016801,1,,1000004656,1000004773
I,QJ00016802,1,,1000050591,1000033274
I,QJ00016803,1,,1000039479,1000033688
I,QJ00016804,1,,1000079193,1000004767
I,QJ00016805,1,,1000017936,1000017936
I,QJ00016806,1,,1000074831,1000010790
I,QJ00016807,1,,1000049967,1000033689
I,QJ00016808,1,,1000010811,1000033688
I,QJ00016809,1,,1000022588,1000019712
I,QJ00016810,1,,1000050015,1000004773
I,QJ00016811,1,,1000050018,1000033689
I,QJ00016812,1,,1000040700,1000033205
I,QJ00016813,1,,1000072901,1000033688
I,QJ00016814,1,,1000049987,1000033688
I,QJ00016815,1,,1000049988,1000022488
I,QJ00016816,1,,1000050033,1000017337
I,QJ00016817,1,,1000078510,1000027511
I,QJ00016818,1,,1000072863,1000014517
I,QJ00016819,1,,1000050034,1000029613
I,QJ00016820,1,,1000078532,1000033183
I,QJ00016821,1,,1000000572,1000000572
I,QJ00016822,1,,1000073750,1000004773
I,QJ00016823,1,,1000050086,1000025966
I,QJ00016824,1,,1000019012,1000022488
I,QJ00016825,1,,1000077469,1000010160
I,QJ00016826,1,,1000050129,1000033691
I,QJ00016827,1,,1000050073,1000018920
I,QJ00016828,1,,1000050620,1000014517
I,QJ00016829,1,,1000081300,1000017972
I,QJ00016830,1,,1000072202,1000004773
I,QJ00016831,1,,1000050130,1000033189
I,QJ00016832,1,,1000071545,1000027511
I,QJ00016833,1,,1000025095,1000022488
I,QJ00016834,1,,1000071533,1000022488
I,QJ00016835,1,,1000081437,1000033637
I,QJ00016836,1,,1000050117,1000033376
I,QJ00016837,1,,1000072161,1000027511
I,QJ00016838,1,,1000050121,1000032445
I,QJ00016839,1,,1000043758,1000033688
I,QJ00016840,1,,1000077470,1000018920
I,QJ00016841,1,,1000077651,1000025146
I,QJ00016842,1,,1000077645,1000022488
I,QJ00016843,1,,1000050152,1000027511
I,QJ00016844,1,,1000050122,1000029535
I,QJ00016845,1,,1000050179,1000033183
I,QJ00016846,1,,1000050008,1000033182
I,QJ00016847,1,,1000015498,1000014517
I,QJ00016848,1,,1000026013,1000033183
I,QJ00016849,1,,1000078608,1000022488
I,QJ00016850,1,,1000050127,1000007050
I,QJ00016851,1,,1000072873,1000022488
I,QJ00016852,1,,1000081484,1000004701
I,QJ00016853,1,,1000004741,1000025879
I,QJ00016854,1,,1000050090,1000033688
I,QJ00016855,1,,1000025126,1000033182
I,QJ00016856,1,,1000076328,1000033688
I,QJ00016857,1,,1000050829,1000019796
I,QJ00016858,1,,1000044582,1000019893
I,QJ00016859,1,,1000050693,1000033194
I,QJ00016860,1,,1000025134,1000008080
I,QJ00016861,1,,1000018850,1000033688
I,QJ00016862,1,,1000025059,1000022488
I,QJ00016863,1,,1000081282,1000004773
I,QJ00016864,1,,1000050905,1000017972
I,QJ00016865,1,,1000040429,1000032445
I,QJ00016866,1,,1000076778,1000008080
I,QJ00016867,1,,1000050844,1000027511
I,QJ00016868,1,,1000051043,1000022488
I,QJ00016869,1,,1000071282,1000033688
I,QJ00016870,1,,1000050782,1000027511
I,QJ00016871,1,,1000050941,1000004773
I,QJ00016872,1,,1000050945,1000033710
I,QJ00016873,1,,1000050858,1000004701
I,QJ00016874,1,,1000305097,1000018001
I,QJ00016875,1,,1000051024,1000022514
I,QJ00016876,1,,1000050864,1000033183
I,QJ00016877,1,,1000051081,1000033688
I,QJ00016878,1,,1000050915,1000004775
I,QJ00016879,1,,1000050813,1000033688
I,QJ00016880,1,,1000051085,1000033189
I,QJ00016881,1,,1000050987,1000033689
I,QJ00016882,1,,1000050775,1000033689
I,QJ00016883,1,,1000050977,1000033225
I,QJ00016884,1,,1000050978,1000033688
I,QJ00016885,1,,1000050887,1000037835
I,QJ00016886,1,,1000050956,1000033688
I,QJ00016887,1,,1000050822,1000033189
I,QJ00016888,1,,1000050780,1000027511
I,QJ00016889,1,,1000050748,1000033194
I,QJ00016890,1,,1000050895,1000014517
I,QJ00016891,1,,1000050996,1000004645
I,QJ00016892,1,,1000050727,1000033336
I,QJ00016893,1,,1000075911,1000033189
I,QJ00016894,1,,1000075917,1000027511
I,QJ00016895,1,,1000076162,1000033183
I,QJ00016896,1,,1000075951,1000026285
I,QJ00016897,1,,1000075953,1000022488
I,QJ00016898,1,,1000076166,1000033689
I,QJ00016899,1,,1000075978,1000022488
I,QJ00016900,1,,1000075991,1000027511
I,QJ00016901,1,,1000076176,1000033688
I,QJ00016902,1,,1000075993,1000018920
I,QJ00016903,1,,1000076018,1000033689
I,QJ00016904,1,,1000076016,1000004697
I,QJ00016905,1,,1000076024,1000004773
I,QJ00016906,1,,1000076039,1000032324
I,QJ00016907,1,,1000076044,1000015516
I,QJ00016908,1,,1000076192,1000010799
I,QJ00016909,1,,1000076046,1000033183
I,QJ00016910,1,,1000076063,1000004711
I,QJ00016911,1,,1000076073,1000022488
I,QJ00016912,1,,1000076077,1000022488
I,QJ00016913,1,,1000076081,1000004695
I,QJ00016914,1,,1000076102,1000033688
I,QJ00016915,1,,1000076133,1000033689
I,QJ00016916,1,,1000076137,1000033688
I,QJ00016917,1,,1000103611,1000033689
I,QJ00016918,1,,1000304652,1000037210
I,QJ00016919,1,,1000189961,1000022488
I,QJ00016920,1,,1000304882,1000033229
I,QJ00016921,1,,1000304883,1000018920
I,QJ00016922,1,,1000305208,1000033376
I,QJ00016923,1,,1000305198,1000004695
I,QJ00016924,1,,1000305199,1000033688
I,QJ00016925,1,,1000305209,1000004783
I,QJ00016926,1,,1000085564,1000027511
I,QJ00016927,1,,1000072200,1000027511
I,QJ00016928,1,,1000018971,1000033189
I,QJ00016929,1,,1000018976,1000022488
I,QJ00016930,1,,1000000539,1000033189
I,QJ00016931,1,,1000033498,1000033689
I,QJ00016932,1,,1000084297,1000038381
I,QJ00016933,1,,1000022482,1000022488
I,QJ00016934,1,,1000077649,1000022488
I,QJ00016935,1,,1000022535,1000038381
I,QJ00016936,1,,1000017857,1000033189
I,QJ00016937,1,,1000022522,1000022522
I,QJ00016938,1,,1000077635,1000033637
I,QJ00016939,1,,1000000555,1000025943
I,QJ00016940,1,,1000072056,1000027511
I,QJ00016941,1,,1000078818,1000033189
I,QJ00016942,1,,1000018852,1000033182
I,QJ00016943,1,,1000039814,1000022488
I,QJ00016944,1,,1000079483,1000027511
I,QJ00016945,1,,1000026049,1000033689
I,QJ00016946,1,,1000083684,1000033189
I,QJ00016947,1,,1000078494,1000022488
I,QJ00016948,1,,1000017393,1000027511
I,QJ00016949,1,,1000000543,1000000543
I,QJ00016950,1,,1000077640,1000004695
I,QJ00016951,1,,1000033545,1000004695
I,QJ00016952,1,,1000026333,1000026333
I,QJ00016953,1,,1000019625,1000022488
I,QJ00016954,1,,1000025117,1000004773
I,QJ00016955,1,,1000040133,1000015516
I,QJ00016956,1,,1000080220,1000022488
I,QJ00016957,1,,1000017852,1000033180
I,QJ00016958,1,,1000025919,1000033719
I,QJ00016959,1,,1000080294,1000027511
I,QJ00016960,1,,1000039944,1000022488
I,QJ00016961,1,,1000076691,1000022488
I,QJ00016962,1,,1000000632,1000022488
I,QJ00016963,1,,1000014524,1000033189
I,QJ00016964,1,,1000084913,1000033689
I,QJ00016965,1,,1000019695,1000022488
I,QJ00016966,1,,1000072190,1000027511
I,QJ00016967,1,,1000018858,1000018858
I,QJ00016968,1,,1000017875,1000033719
I,QJ00016969,1,,1000022491,1000022488
I,QJ00016970,1,,1000044290,1000022488
I,QJ00016971,1,,1000073752,1000022488
I,QJ00016972,1,,1000033623,1000033336
I,QJ00016973,1,,1000019630,1000033689
I,QJ00016974,1,,1000033485,1000019626
I,QJ00016975,1,,1000004657,1000022488
I,QJ00016976,1,,1000017368,1000033688
I,QJ00016977,1,,1000073421,1000033743
I,QJ00016978,1,,1000025132,1000025132
I,QJ00016979,1,,1000018980,1000033189
I,QJ00016980,1,,1000073638,1000027511
I,QJ00016981,1,,1000025094,1000022488
I,QJ00016982,1,,1000073696,1000022488
I,QJ00016983,1,,1000072840,1000010799
I,QJ00016984,1,,1000078479,1000022488
I,QJ00016985,1,,1000076500,1000027511
I,QJ00016986,1,,1000017930,1000022488
I,QJ00016987,1,,1000022571,1000022488
I,QJ00016988,1,,1000041431,1000027511
I,QJ00016989,1,,1000022555,1000022488
I,QJ00016990,1,,1000018963,1000033176
I,QJ00016991,1,,1000083683,1000033743
I,QJ00016992,1,,1000072212,1000022488
I,QJ00016993,1,,1000026039,1000033183
I,QJ00016994,1,,1000046712,1000025879
I,QJ00016995,1,,1000026072,1000033689
I,QJ00016996,1,,1000045244,1000027511
I,QJ00016997,1,,1000081594,1000033743
I,QJ00016998,1,,1000000596,1000027511
I,QJ00016999,1,,1000000598,1000022488
I,QJ00017000,1,,1000041118,1000015516
I,QJ00017001,1,,1000072170,1000027511
I,QJ00017002,1,,1000000595,1000033183
I,QJ00017003,1,,1000019010,1000022488
I,QJ00017004,1,,1000026027,1000004773
I,QJ00017005,1,,1000026037,1000033183
I,QJ00017006,1,,1000010764,1000033189
I,QJ00017007,1,,1000083072,1000021969
I,QJ00017008,1,,1000022549,1000022549
I,QJ00017009,1,,1000025854,1000025854
I,QJ00017010,1,,1000015470,1000015470
I,QJ00017011,1,,1000000657,1000022488
I,QJ00017012,1,,1000018892,1000018892
I,QJ00017013,1,,1000004725,1000026033
I,QJ00017014,1,,1000017864,1000017864
I,QJ00017015,1,,1000018776,1000033259
I,QJ00017016,1,,1000019032,1000033189
I,QJ00017017,1,,1000046741,1000022488
I,QJ00017018,1,,1000084389,1000018977
I,QJ00017019,1,,1000081448,1000004773
I,QJ00017020,1,,1000076782,1000027511
I,QJ00017021,1,,1000010836,1000033688
I,QJ00017022,1,,1000025863,1000022488
I,QJ00017023,1,,1000081948,1000022488
I,QJ00017024,1,,1000004765,1000004773
I,QJ00017025,1,,1000078492,1000022488
I,QJ00017026,1,,1000025913,1000022488
I,QJ00017027,1,,1000072064,1000004773
I,QJ00017028,1,,1000022438,1000022488
I,QJ00017029,1,,1000082314,1000033189
I,QJ00017030,1,,1000026321,1000022488
I,QJ00017031,1,,1000072884,1000010799
I,QJ00017032,1,,1000017842,1000033236
I,QJ00017033,1,,1000077695,1000022488
I,QJ00017034,1,,1000026051,1000004701
I,QJ00017035,1,,1000074848,1000025943
I,QJ00017036,1,,1000078500,1000022488
I,QJ00017037,1,,1000017926,1000022488
I,QJ00017038,1,,1000018855,1000033688
I,QJ00017039,1,,1000075900,1000033275
I,QJ00017040,1,,1000025137,1000027511
I,QJ00017041,1,,1000025140,1000027511
I,QJ00017042,1,,1000084569,1000022488
I,QJ00017043,1,,1000025102,1000025102
I,QJ00017044,1,,1000033364,1000033182
I,QJ00017045,1,,1000015483,1000033689
I,QJ00017046,1,,1000025844,1000004773
I,QJ00017047,1,,1000071534,1000004756
I,QJ00017048,1,,1000041021,1000022510
I,QJ00017049,1,,1000025125,1000033259
I,QJ00017050,1,,1000022475,1000022475
I,QJ00017051,1,,1000017848,1000022488
I,QJ00017052,1,,1000043461,1000008816
I,QJ00017053,1,,1000026292,1000022488
I,QJ00017054,1,,1000076679,1000027511
I,QJ00017055,1,,1000077727,1000022488
I,QJ00017056,1,,1000026000,1000022488
I,QJ00017057,1,,1000084385,1000022488
I,QJ00017058,1,,1000015508,1000015508
I,QJ00017059,1,,1000019634,1000019634
I,QJ00017060,1,,1000033642,1000033688
I,QJ00017061,1,,1000080662,1000022488
I,QJ00017062,1,,1000043795,1000027511
I,QJ00017063,1,,1000085506,1000017894
I,QJ00017064,1,,1000026316,1000004697
I,QJ00017065,1,,1000004671,1000033189
I,QJ00017066,1,,1000085572,1000006765
I,QJ00017067,1,,1000080709,1000027511
I,QJ00017068,1,,1000004749,1000022488
I,QJ00017069,1,,1000075873,1000027511
I,QJ00017070,1,,1000083125,1000033688
I,QJ00017071,1,,1000004658,1000027511
I,QJ00017072,1,,1000026344,1000027511
I,QJ00017073,1,,1000044383,1000033710
I,QJ00017074,1,,1000015512,1000033278
I,QJ00017075,1,,1000004751,1000004697
I,QJ00017076,1,,1000010858,1000033182
I,QJ00017077,1,,1000018917,1000027511
I,QJ00017078,1,,1000022523,1000022488
I,QJ00017079,1,,1000042529,1000027511
I,QJ00017080,1,,1000010875,1000033291
I,QJ00017081,1,,1000046657,1000025943
I,QJ00017082,1,,1000025861,1000033688
I,QJ00017083,1,,1000018875,1000033719
I,QJ00017084,1,,1000000623,1000000623
I,QJ00017085,1,,1000019720,1000033194
I,QJ00017086,1,,1000019721,1000022488
I,QJ00017087,1,,1000043696,1000017971
I,QJ00017088,1,,1000077450,1000033719
I,QJ00017089,1,,1000000593,1000022488
I,QJ00017090,1,,1000022580,1000022488
I,QJ00017091,1,,1000074510,1000022488
I,QJ00017092,1,,1000018927,1000019712
I,QJ00017093,1,,1000010865,1000022488
I,QJ00017094,1,,1000049158,1000031230
I,QJ00017095,1,,1000000993,1000031255
I,QJ00017096,1,,1000031325,1000011931
I,QJ00017097,1,,1000050324,1000028451
I,QJ00017098,1,,1000050254,1000006868
I,QJ00017099,1,,1000019323,1000011885
I,QJ00017100,1,,1000041621,1000009879
I,QJ00017101,1,,1000083033,1000031123
I,QJ00017102,1,,1000080869,1000031433
I,QJ00017103,1,,1000043777,1000009879
I,QJ00017104,1,,1000050529,1000031256
I,QJ00017105,1,,1000081203,1000006550
I,QJ00017106,1,,1000050625,1000011885
I,QJ00017107,1,,1000079445,1000019498
I,QJ00017108,1,,1000077196,1000031123
I,QJ00017109,1,,1000031438,1000031438
I,QJ00017110,1,,1000019334,1000011931
I,QJ00017111,1,,1000016441,1000016441
I,QJ00017112,1,,1000081360,1000011936
I,QJ00017113,1,,1000083217,1000023235
I,QJ00017114,1,,1000043222,1000013065
I,QJ00017115,1,,1000019421,1000019421
I,QJ00017116,1,,1000079423,1000011936
I,QJ00017117,1,,1000016474,1000013658
I,QJ00017118,1,,1000050017,1000011885
I,QJ00017119,1,,1000019488,1000015013
I,QJ00017120,1,,1000081234,1000019384
I,QJ00017121,1,,1000049985,1000019516
I,QJ00017122,1,,1000019444,1000019314
I,QJ00017123,1,,1000050071,1000011930
I,QJ00017124,1,,1000050191,1000031108
I,QJ00017125,1,,1000019350,1000009906
I,QJ00017126,1,,1000031000,1000031049
I,QJ00017127,1,,1000073823,1000000965
I,QJ00017128,1,,1000050261,1000009901
I,QJ00017129,1,,1000075286,1000016475
I,QJ00017130,1,,1000011852,1000011885
I,QJ00017131,1,,1000051055,1000031060
I,QJ00017132,1,,1000050674,1000031433
I,QJ00017133,1,,1000050834,1000031060
I,QJ00017134,1,,1000073602,1000012680
I,QJ00017135,1,,1000050731,1000019392
I,QJ00017136,1,,1000050732,1000011914
I,QJ00017137,1,,1000050733,1000000965
I,QJ00017138,1,,1000051002,1000031256
I,QJ00017139,1,,1000050708,1000031256
I,QJ00017140,1,,1000075918,1000009879
I,QJ00017141,1,,1000075921,1000011936
I,QJ00017142,1,,1000075947,1000011885
I,QJ00017143,1,,1000076169,1000022647
I,QJ00017144,1,,1000076021,1000016458
I,QJ00017145,1,,1000076061,1000013644
I,QJ00017146,1,,1000076209,1000031069
I,QJ00017147,1,,1000076099,1000023914
I,QJ00017148,1,,1000076215,1000022647
I,QJ00017149,1,,1000076126,1000016458
I,QJ00017150,1,,1000304898,1000031060
I,QJ00017151,1,,1000304722,1000012669
I,QJ00017152,1,,1000305070,1000031433
I,QJ00017153,1,,1000305072,1000011936
I,QJ00017154,1,,1000305225,1000011885
I,QJ00017155,1,,1000305227,1000031256
I,QJ00017156,1,,1000305374,1000031255
I,QJ00017157,1,,1000305378,1000011885
I,QJ00017158,1,,1000077865,1000031256
I,QJ00017159,1,,1000013636,1000022669
I,QJ00017160,1,,1000006933,1000012640
I,QJ00017161,1,,1000077912,1000030990
I,QJ00017162,1,,1000022660,1000011885
I,QJ00017163,1,,1000016509,1000011885
I,QJ00017164,1,,1000019408,1000019408
I,QJ00017165,1,,1000082684,1000030966
I,QJ00017166,1,,1000000972,1000000992
I,QJ00017167,1,,1000040277,1000000943
I,QJ00017168,1,,1000083097,1000023914
I,QJ00017169,1,,1000073763,1000000980
I,QJ00017170,1,,1000016392,1000000992
I,QJ00017171,1,,1000046676,1000009879
I,QJ00017172,1,,1000004236,1000012587
I,QJ00017173,1,,1000031411,1000031256
I,QJ00017174,1,,1000084554,1000011885
I,QJ00017175,1,,1000010590,1000013596
I,QJ00017176,1,,1000012635,1000012678
I,QJ00017177,1,,1000016495,1000016495
I,QJ00017178,1,,1000083316,1000006832
I,QJ00017179,1,,1000016442,1000023914
I,QJ00017180,1,,1000012752,1000006874
I,QJ00017181,1,,1000016531,1000011925
I,QJ00017182,1,,1000043466,1000031433
I,QJ00017183,1,,1000083331,1000026805
I,QJ00017184,1,,1000041031,1000031158
I,QJ00017185,1,,1000081996,1000031162
I,QJ00017186,1,,1000009820,1000011931
I,QJ00017187,1,,1000019431,1000011885
I,QJ00017188,1,,1000022656,1000022656
I,QJ00017189,1,,1000077875,1000038115
I,QJ00017190,1,,1000046591,1000030966
I,QJ00017191,1,,1000083710,1000014928
I,QJ00017192,1,,1000019233,1000013674
I,QJ00017193,1,,1000023923,1000016475
I,QJ00017194,1,,1000019402,1000023914
I,QJ00017195,1,,1000009889,1000012042
I,QJ00017196,1,,1000024059,1000026805
I,QJ00017197,1,,1000047160,1000009879
I,QJ00017198,1,,1000010585,1000016471
I,QJ00017199,1,,1000083093,1000031158
I,QJ00017200,1,,1000011984,1000011984
I,QJ00017201,1,,1000081993,1000031123
I,QJ00017202,1,,1000004283,1000012587
I,QJ00017203,1,,1000016403,1000031108
I,QJ00017204,1,,1000006911,1000006874
I,QJ00017205,1,,1000009991,1000023914
I,QJ00017206,1,,1000006837,1000006837
I,QJ00017207,1,,1000019272,1000023914
I,QJ00017208,1,,1000000954,1000013596
I,QJ00017209,1,,1000012709,1000031049
I,QJ00017210,1,,1000024030,1000031060
I,QJ00017211,1,,1000047250,1000023914
I,QJ00017212,1,,1000006857,1000012587
I,QJ00017213,1,,1000022635,1000031123
I,QJ00017214,1,,1000004273,1000004362
I,QJ00017215,1,,1000019429,1000009879
I,QJ00017216,1,,1000006931,1000031092
I,QJ00017217,1,,1000071776,1000012658
I,QJ00017218,1,,1000084458,1000003031
I,QJ00017219,1,,1000045204,1000023914
I,QJ00017220,1,,1000010369,1000010326
I,QJ00017221,1,,1000043124,1000031875
I,QJ00017222,1,,1000050256,1000013338
I,QJ00017223,1,,1000013059,1000032025
I,QJ00017224,1,,1000013058,1000031875
I,QJ00017225,1,,1000013041,1000031875
I,QJ00017226,1,,1000006161,1000015092
I,QJ00017227,1,,1000050576,1000013012
I,QJ00017228,1,,1000006200,1000015054
I,QJ00017229,1,,1000013039,1000031875
I,QJ00017230,1,,1000050565,1000015092
I,QJ00017231,1,,1000050627,1000013065
I,QJ00017232,1,,1000006121,1000031875
I,QJ00017233,1,,1000050628,1000010415
I,QJ00017234,1,,1000050007,1000001662
I,QJ00017235,1,,1000031970,1000013012
I,QJ00017236,1,,1000082707,1000007217
I,QJ00017237,1,,1000013056,1000031972
I,QJ00017238,1,,1000032042,1000013065
I,QJ00017239,1,,1000013061,1000031875
I,QJ00017240,1,,1000006201,1000013065
I,QJ00017241,1,,1000050064,1000015092
I,QJ00017242,1,,1000077119,1000010415
I,QJ00017243,1,,1000031971,1000015054
I,QJ00017244,1,,1000006205,1000006205
I,QJ00017245,1,,1000050126,1000001650
I,QJ00017246,1,,1000050225,1000019532
I,QJ00017247,1,,1000050258,1000013065
I,QJ00017248,1,,1000013043,1000013020
I,QJ00017249,1,,1000013042,1000031875
I,QJ00017250,1,,1000010340,1000013065
I,QJ00017251,1,,1000050011,1000015114
I,QJ00017252,1,,1000010359,1000010359
I,QJ00017253,1,,1000012990,1000032025
I,QJ00017254,1,,1000010341,1000031875
I,QJ00017255,1,,1000050875,1000001653
I,QJ00017256,1,,1000050683,1000006148
I,QJ00017257,1,,1000015093,1000013065
I,QJ00017258,1,,1000015063,1000032025
I,QJ00017259,1,,1000051072,1000032025
I,QJ00017260,1,,1000050687,1000013052
I,QJ00017261,1,,1000050880,1000013065
I,QJ00017262,1,,1000050848,1000001653
I,QJ00017263,1,,1000050853,1000015054
I,QJ00017264,1,,1000050855,1000015054
I,QJ00017265,1,,1000050807,1000032025
I,QJ00017266,1,,1000051074,1000032025
I,QJ00017267,1,,1000051021,1000015092
I,QJ00017268,1,,1000051079,1000032025
I,QJ00017269,1,,1000050953,1000013000
I,QJ00017270,1,,1000050958,1000037603
I,QJ00017271,1,,1000050823,1000031875
I,QJ00017272,1,,1000050932,1000013000
I,QJ00017273,1,,1000050792,1000013052
I,QJ00017274,1,,1000075920,1000001653
I,QJ00017275,1,,1000075941,1000015092
I,QJ00017276,1,,1000075988,1000013065
I,QJ00017277,1,,1000076019,1000013014
I,QJ00017278,1,,1000076094,1000010415
I,QJ00017279,1,,1000076095,1000015054
I,QJ00017280,1,,1000076216,1000015054
I,QJ00017281,1,,1000076145,1000019578
I,QJ00017282,1,,1000304696,1000032025
I,QJ00017283,1,,1000304698,1000304698
I,QJ00017284,1,,1000305117,1000013065
I,QJ00017285,1,,1000201488,1000001653
I,QJ00017286,1,,1000304963,1000015054
I,QJ00017287,1,,1000153447,1000013012
I,QJ00017288,1,,1000106748,1000013065
I,QJ00017289,1,,1000305218,1000001662
I,QJ00017290,1,,1000305144,1000013000
I,QJ00017291,1,,1000305293,1000015056
I,QJ00017292,1,,1000305294,1000013065
I,QJ00017293,1,,1000040937,1000015054
I,QJ00017294,1,,1000015073,1000015054
I,QJ00017295,1,,1000031990,1000015092
I,QJ00017296,1,,1000008921,1000019108
I,QJ00017297,1,,1000047168,1000037747
I,QJ00017298,1,,1000005848,1000005848
I,QJ00017299,1,,1000031865,1000005872
I,QJ00017300,1,,1000010413,1000031875
